Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
5837,55,10625,1Fam,8,6,2,0,6,1993,1214,2,GasA,N,1947,0,2009,234997.459765724
5838,60,20431,1Fam,5,6,2,0,5,1955,988,2,GasA,Y,1911,0,2010,162191.748876874
5839,70,9490,1Fam,6,7,1,1,5,1976,1064,3,GasA,Y,1400,0,2008,171041.863118183
5840,,7200,1Fam,5,6,2,0,7,2004,1728,2,GasA,Y,1670,0,2009,213256.6009594
5841,,12772,1Fam,6,5,2,0,7,1910,1052,3,GasA,Y,1268,0,2006,155083.124584841
5842,80,7560,1Fam,8,5,1,1,6,2003,1040,1,GasA,Y,2417,0,2009,226676.919296165
5843,62,10593,TwnhsE,5,6,1,0,9,1956,768,3,GasA,Y,1509,0,2010,148685.413870083
5844,86,11443,1Fam,6,6,1,0,4,1968,954,2,GasA,Y,1090,0,2008,143920.364544031
5845,108,9098,Twnhs,7,5,2,0,5,2009,1088,3,GasA,Y,1716,0,2006,197414.293660432
5846,,11214,TwnhsE,7,7,1,0,9,2006,264,5,GasA,Y,1656,0,2007,159604.404314318
5847,60,6000,1Fam,7,4,1,0,5,1936,458,2,GasA,Y,1992,0,2010,99961.1102904811
5848,68,16659,1Fam,7,5,2,0,6,1987,848,2,GasA,Y,2978,0,2009,218965.080369739
5849,70,8123,1Fam,6,4,2,1,8,1950,1614,3,GasA,N,1092,0,2007,170496.768563819
5850,120,11999,1Fam,3,7,1,1,5,1998,900,3,GasA,Y,1118,0,2008,103009.336357759
5851,65,13869,Twnhs,5,5,1,0,6,1997,832,2,GasA,Y,3112,0,2010,98895.8820993449
5852,82,8530,1Fam,6,5,1,1,5,1908,684,4,GasA,Y,1852,0,2008,142772.522618497
5853,65,6130,TwnhsE,8,5,2,0,7,1956,864,3,GasA,Y,1363,0,2010,190352.546156498
5854,,5500,1Fam,7,5,1,1,8,1988,900,2,GasA,Y,1218,0,2008,185675.069375325
5855,74,12394,1Fam,7,5,1,0,7,1908,774,2,GasA,Y,864,0,2007,170577.012939734
5856,50,10200,1Fam,6,7,1,1,6,1971,1337,2,GasA,Y,1944,0,2009,127165.519584787
5857,50,6155,1Fam,6,6,1,1,9,1971,713,4,GasA,Y,1376,0,2009,114194.69720691
5858,57,8163,1Fam,5,5,1,0,4,1962,780,3,GasA,Y,1114,0,2006,104221.993247941
5859,93,7200,1Fam,6,7,2,1,5,1932,940,3,GasA,Y,1502,0,2010,144012.802697183
5860,68,11670,1Fam,7,6,1,1,5,1959,1105,3,GasA,Y,1217,0,2008,191186.308989217
5861,,12493,Twnhs,7,6,2,1,8,1949,983,1,GasA,Y,3112,0,2008,218195.187836698
5862,,10335,1Fam,6,5,1,0,8,1956,712,2,GasA,Y,1574,0,2009,145147.37960709
5863,60,8834,1Fam,8,5,2,0,8,1972,864,3,GasA,Y,2060,0,2007,211446.183967847
5864,70,10004,1Fam,5,5,2,0,6,1924,1063,3,GasA,Y,1647,0,2008,159967.533303939
5865,51,5925,1Fam,6,5,2,0,7,1946,1040,2,GasA,Y,2069,0,2010,132019.281752867
5866,74,13500,1Fam,6,5,2,1,6,1975,1440,3,GasA,Y,869,0,2009,203865.737416656
5867,75,13286,1Fam,7,5,2,1,5,1972,936,3,GasA,Y,1365,0,2009,186971.569049613
5868,98,8846,Twnhs,5,5,2,0,5,1923,1007,2,GasA,Y,1392,0,2009,138082.578959415
5869,60,7540,1Fam,6,6,2,0,8,1950,1838,2,GasA,Y,901,0,2008,211415.271227812
5870,63,12493,1Fam,4,5,2,0,6,1980,698,1,GasA,N,864,0,2006,136891.438405034
5871,24,11457,1Fam,7,7,2,0,7,1918,892,3,GasA,Y,2036,0,2009,166672.868962777
5872,75,4712,1Fam,4,5,2,0,7,2005,1240,4,GasA,Y,1714,0,2008,150230.669195977
5873,88,7018,1Fam,7,5,2,1,6,1954,686,3,GasA,Y,1959,0,2006,150634.147090982
5874,60,8450,TwnhsE,4,3,1,1,10,2008,1040,3,GasA,Y,1269,0,2008,128273.842007418
5875,60,10800,1Fam,9,5,1,0,4,1910,1340,3,GasA,Y,1559,0,2009,219162.186631551
5876,,7937,1Fam,4,6,1,1,8,1962,1040,2,GasA,Y,960,0,2009,131179.595198326
5877,67,7500,1Fam,4,5,1,0,5,1977,848,3,GasA,Y,1560,0,2007,92528.3436543123
5878,55,2651,1Fam,5,6,2,0,6,1972,747,3,GasA,N,1935,0,2008,139081.246231318
5879,77,4251,1Fam,8,8,2,0,4,1998,626,2,GasA,Y,2236,0,2010,170827.345441414
5880,65,10400,1Fam,6,5,2,0,10,2006,1726,2,GasA,N,1004,0,2010,230975.212450657
5881,60,6960,1Fam,6,6,2,0,4,1954,384,2,GasA,Y,1125,0,2006,135350.387606344
5882,24,12090,1Fam,6,7,1,1,7,2003,1379,3,GasA,Y,1387,0,2010,148023.53538837
5883,60,2665,1Fam,6,6,1,0,6,1966,1643,3,GasA,Y,1352,0,2006,138573.608175751
5884,65,9100,1Fam,7,5,2,0,8,1959,1561,1,GasA,Y,1431,0,2009,179579.63571421
5885,60,11310,1Fam,5,5,1,0,7,2008,999,4,GasA,Y,1004,0,2008,151862.050924849
5886,60,13478,1Fam,6,5,2,1,6,1979,1440,4,GasA,Y,1200,0,2009,165183.471411932
5887,79,12615,TwnhsE,7,5,2,0,8,1983,1406,3,GasA,Y,1026,0,2006,212900.270542198
5888,80,7879,1Fam,5,5,1,0,10,1958,896,3,GasA,Y,864,0,2009,133268.666131507
5889,70,12327,1Fam,4,9,2,1,8,1997,698,3,GasA,Y,1040,0,2008,155319.898078758
5890,63,4224,1Fam,5,5,1,0,8,1971,1437,2,GasA,Y,2640,0,2008,150601.751641978
5891,60,5684,1Fam,7,5,1,0,8,1952,1374,3,GasA,Y,1535,0,2009,160321.148348753
5892,,9571,1Fam,7,5,2,1,5,1914,0,6,GasA,Y,854,0,2008,160631.249189138
5893,50,21000,1Fam,5,8,1,0,8,2007,1425,4,GasA,Y,2398,0,2010,194851.425323334
5894,,7677,1Fam,9,5,1,0,9,2006,1079,2,GasA,Y,2062,0,2010,245373.109434251
5895,,11275,TwnhsE,8,5,1,1,6,2004,1392,3,GasA,Y,1839,0,2008,248526.758745272
5896,66,7200,1Fam,5,5,1,1,6,1998,1181,2,GasA,N,1960,0,2009,166970.017733989
5897,100,7590,1Fam,6,5,2,0,7,1963,926,4,GasA,Y,1656,512,2008,129353.189246218
5898,71,8846,1Fam,8,6,2,1,6,1920,1489,3,GasA,Y,1266,0,2009,223057.084284306
5899,48,8885,1Fam,7,6,1,0,3,1970,684,3,GasA,Y,2448,0,2010,110096.408046002
5900,52,8462,1Fam,5,5,1,1,6,1977,894,2,GasA,Y,970,0,2007,152697.844975916
5901,60,10440,1Fam,9,6,3,1,6,1992,1440,4,GasA,Y,1414,0,2006,334222.525065997
5902,78,2522,1Fam,8,5,2,1,9,1926,1256,4,GasA,Y,1389,0,2008,239494.46327007
5903,85,9250,1Fam,5,5,1,0,3,1994,953,2,GasA,Y,2320,0,2006,131823.537619088
5904,,7800,1Fam,9,5,1,0,4,1992,611,2,GasA,Y,936,0,2007,196188.414937293
5905,86,9100,1Fam,7,5,2,0,5,2003,600,4,GasA,Y,2142,0,2007,169081.435252442
5906,,11645,1Fam,5,6,2,0,4,1976,2330,5,GasA,Y,1855,0,2006,197129.570238811
5907,65,15431,1Fam,5,6,1,0,4,2001,952,3,GasA,Y,1501,0,2006,137071.318782536
5908,92,7200,1Fam,7,5,2,1,4,1976,1144,2,GasA,Y,1767,0,2010,172333.383650693
5909,,9938,1Fam,7,5,3,0,6,1948,1041,2,GasA,Y,1152,0,2006,168926.774640038
5910,75,10382,1Fam,7,5,3,0,5,1970,943,1,GasA,Y,1200,0,2008,151018.189272893
5911,100,8000,1Fam,5,7,1,1,6,1946,864,3,GasA,Y,1360,0,2010,138248.329974697
5912,80,10500,1Fam,6,5,1,0,10,1995,992,3,GasA,Y,1126,0,2009,192968.57642411
5913,68,6442,1Fam,7,6,1,1,3,1953,1086,3,GasA,Y,1097,0,2010,121887.168697654
5914,24,9991,1Fam,5,5,1,1,6,1959,1234,3,GasA,Y,2320,0,2009,124530.616999543
5915,79,13474,1Fam,6,5,2,0,11,1924,978,2,GasA,Y,1710,0,2007,183085.853364419
5916,77,4130,1Fam,7,5,1,1,8,1987,1709,3,GasA,Y,2153,0,2009,208477.935625607
5917,84,8544,1Fam,6,6,1,1,6,1963,1370,4,GasA,Y,1131,0,2010,173216.45528107
5918,65,1890,1Fam,6,5,2,0,6,1900,1004,3,GasA,N,1644,0,2007,138609.555343123
5919,65,19138,1Fam,6,5,1,0,7,2009,1314,3,GasA,Y,1287,0,2010,207329.233020875
5920,,9819,1Fam,5,5,1,0,6,1995,926,3,GasA,N,1362,0,2009,106995.500948365
5921,50,8450,1Fam,4,6,2,1,4,2006,1392,3,GasA,Y,792,0,2006,143744.37313801
5922,50,12968,1Fam,6,7,2,0,7,1972,1225,3,Wall,N,1148,0,2010,218808.034350766
5923,79,7200,1Fam,6,5,2,0,6,2004,0,1,GasA,Y,1192,0,2006,192269.684168665
5924,62,6000,1Fam,6,7,1,1,4,1977,880,3,GasA,Y,1358,0,2006,142850.605086454
5925,,10846,1Fam,7,5,2,0,6,2005,1728,3,GasA,Y,1367,0,2007,213098.931361274
5926,74,9100,1Fam,7,5,1,0,4,1939,1184,3,GasA,Y,2002,0,2007,138115.474582736
5927,107,22420,1Fam,7,7,2,1,6,1996,637,3,GasA,Y,2403,0,2010,219835.16389913
5928,64,7226,1Fam,4,5,2,0,7,1951,1069,2,GasA,Y,1430,0,2009,124118.112010858
5929,60,11075,1Fam,6,5,1,1,6,2004,1698,1,GasA,Y,1752,0,2007,224931.823852477
5930,,9760,1Fam,6,7,2,0,7,2002,1373,2,GasA,Y,1348,0,2010,191838.940620016
5931,116,1526,1Fam,10,5,2,0,8,2006,1375,3,GasA,Y,3222,0,2008,229161.411774087
5932,36,7875,1Fam,8,5,2,1,6,1992,686,3,GasA,Y,1369,0,2008,221848.249189754
5933,60,7500,1Fam,7,5,1,0,6,1920,1860,2,GasA,Y,2291,0,2009,164116.097244663
5934,60,4426,1Fam,6,9,2,0,7,1993,813,2,GasA,Y,948,0,2010,210741.83589517
5935,,16905,Duplex,6,7,2,1,4,1960,912,2,GasA,Y,886,0,2006,181938.218388857
5936,,7590,Duplex,4,7,1,0,8,1958,736,2,GasA,Y,1040,0,2009,174535.345815748
5937,60,7332,1Fam,5,5,2,0,4,2005,1008,2,GasA,Y,1661,0,2007,186007.395877275
5938,60,4500,1Fam,8,5,2,0,7,2002,1010,3,GasA,Y,952,0,2009,162568.577539066
5939,72,13811,TwnhsE,5,5,1,0,6,1967,1008,3,GasA,Y,2240,0,2007,126894.133450179
5940,51,8125,1Fam,5,5,1,0,8,2004,1461,4,GasA,Y,2198,0,2009,148834.361609971
5941,77,4280,1Fam,6,7,1,0,6,1941,684,2,GasA,Y,1062,0,2010,102236.004916366
5942,71,12137,1Fam,4,5,1,0,5,1920,1520,3,GasA,Y,792,0,2010,162631.649236917
5943,50,11210,1Fam,6,5,1,0,6,2000,728,3,GasA,Y,1479,0,2009,139920.524675291
5944,59,12205,1Fam,6,5,2,0,5,1994,1766,3,GasA,Y,1500,0,2007,195417.45886562
5945,59,22420,1Fam,5,5,2,1,7,2004,819,3,GasA,N,2153,0,2009,168603.438189496
5946,79,9480,1Fam,6,5,2,1,4,1977,768,2,GasA,Y,1742,0,2009,181611.021170816
5947,,11952,1Fam,7,5,2,0,6,2003,783,3,GasA,Y,1820,0,2008,209134.374317687
5948,78,4800,1Fam,6,7,2,0,5,1975,1187,3,GasA,Y,1820,0,2010,207230.538496668
5949,72,11075,1Fam,5,5,2,1,5,1957,1698,3,GasA,Y,1533,0,2007,114741.416147083
5950,88,5784,TwnhsE,8,5,2,1,5,2002,504,2,GasA,Y,1148,0,2007,177390.806664322
5951,174,10708,1Fam,5,5,2,0,7,1974,876,2,GasA,Y,1365,0,2007,146442.820283155
5952,,5271,1Fam,5,5,1,0,8,2006,840,3,GasA,Y,1743,0,2006,107458.088948626
5953,,10159,1Fam,3,5,1,0,6,2003,1349,3,GasA,Y,792,0,2008,127317.943109291
5954,94,1890,1Fam,4,5,1,0,7,2002,1148,2,GasA,Y,1322,0,2006,136131.39820003
5955,71,10171,1Fam,7,5,3,0,5,1957,600,3,GasA,Y,835,0,2009,194781.295346169
5956,104,22950,1Fam,7,6,1,1,8,1925,1394,2,GasA,Y,1651,0,2008,241297.154923252
5957,90,4388,1Fam,5,4,2,0,5,1980,874,3,GasA,Y,2452,0,2006,109427.844031603
5958,67,8125,1Fam,7,6,2,1,5,1990,864,3,GasA,Y,1252,0,2006,150360.869261737
5959,,14803,1Fam,3,8,1,1,9,1957,894,3,GasA,Y,988,0,2006,155245.338110342
5960,66,12640,1Fam,8,5,1,1,8,2001,1734,3,GasA,Y,1375,0,2009,302020.658706543
5961,80,5000,TwnhsE,4,5,2,1,8,1914,1127,2,GasA,Y,2392,0,2009,119309.304208339
5962,95,8820,1Fam,10,5,2,1,6,1970,1470,3,GasA,N,1982,0,2010,289697.894504794
5963,85,9531,1Fam,7,5,2,1,7,1996,1267,3,GasA,N,1212,0,2009,262079.375039002
5964,21,10175,1Fam,4,7,1,0,8,2008,1470,2,GasA,Y,864,0,2008,172235.179775418
5965,75,8767,TwnhsE,6,6,1,0,6,1966,982,2,GasA,Y,1766,0,2009,117773.035288024
5966,60,13125,1Fam,4,5,2,0,6,1926,953,4,GasA,Y,1144,0,2006,114695.464636976
5967,42,14226,1Fam,4,8,1,0,10,1967,1113,3,GasA,Y,1241,0,2007,147298.367661841
5968,60,1680,1Fam,6,5,1,0,7,2006,735,4,GasA,Y,1600,0,2007,135069.974896545
5969,137,9480,2fmCon,5,6,2,0,10,1996,728,3,GasA,Y,1262,0,2008,170039.357660568
5970,,10530,1Fam,4,7,2,1,5,1964,915,1,GasA,Y,1008,0,2008,114265.821671766
5971,70,8777,Duplex,7,7,1,0,9,2000,616,3,GasA,Y,1801,0,2009,191095.61552763
5972,44,8532,1Fam,5,5,2,0,7,1954,0,3,GasA,Y,1194,0,2009,115590.618153773
5973,50,10839,1Fam,8,5,2,1,8,1970,773,3,GasA,Y,773,0,2010,225613.192936099
5974,72,7200,1Fam,10,9,1,0,5,1956,1203,3,GasA,Y,1493,0,2009,263960.789154082
5975,60,11287,1Fam,6,6,1,1,6,1929,777,3,GasA,Y,1302,0,2010,121886.188697093
5976,,11214,1Fam,7,5,1,1,6,1977,1293,3,GasA,Y,864,0,2008,202325.664222656
5977,60,6402,1Fam,5,5,2,0,6,2001,1728,3,GasA,Y,1486,0,2007,167449.641788558
5978,78,8892,TwnhsE,6,5,2,0,6,1972,1349,4,GasA,Y,912,0,2010,173958.776494162
5979,50,6240,1Fam,5,6,2,1,5,2004,0,2,GasA,Y,1953,0,2008,150573.745298901
5980,40,1596,1Fam,5,7,2,1,6,2005,855,4,GasA,Y,1560,0,2007,165573.907906726
5981,109,4274,1Fam,4,6,2,0,5,1971,483,3,GasA,Y,1700,0,2009,92618.7796701751
5982,100,8089,1Fam,5,5,2,0,4,1939,975,3,GasA,Y,630,0,2009,128679.236620302
5983,79,16321,1Fam,7,7,1,1,8,1999,1461,4,GasA,Y,1586,0,2010,265184.169716627
5984,60,7937,TwnhsE,6,5,1,0,7,2006,793,2,GasA,Y,1872,0,2007,148422.493976326
5985,,1890,1Fam,5,6,1,1,5,1993,894,3,GasA,Y,2094,0,2009,130769.601324526
5986,81,4456,1Fam,7,9,1,0,5,2008,845,4,GasA,Y,1500,0,2006,167498.846272347
5987,65,7535,1Fam,5,7,1,0,6,2004,536,2,GasA,Y,1663,0,2007,114901.696663359
5988,86,6120,Duplex,7,6,2,0,5,1962,689,3,GasA,Y,1978,0,2007,155434.185490344
5989,30,7861,1Fam,5,5,2,0,5,1992,1584,2,GasA,Y,1411,0,2007,194525.765431233
5990,69,9100,1Fam,6,5,2,0,8,2000,1210,3,GasA,Y,1824,0,2006,189379.230129849
5991,120,13000,1Fam,5,5,1,1,6,2009,778,2,GasA,Y,2223,0,2007,160708.674446582
5992,66,9245,1Fam,7,8,2,0,7,1959,1057,3,GasW,Y,2183,0,2006,186769.774851244
5993,40,25095,1Fam,5,7,2,1,7,1955,707,3,GasA,Y,2643,0,2010,174139.240178722
5994,,6240,1Fam,6,5,2,0,10,1989,950,4,GasA,Y,1164,0,2008,158545.556289172
5995,82,10240,Twnhs,5,5,1,0,5,1931,725,3,GasA,Y,1184,0,2008,113646.736253034
5996,35,9020,Duplex,6,8,2,0,6,2006,1040,3,GasA,N,1310,0,2006,186784.415476708
5997,95,8846,1Fam,6,5,1,0,5,1945,864,2,GasA,Y,630,0,2009,115524.084085325
5998,40,11029,1Fam,5,5,2,0,7,1992,793,2,GasA,Y,2119,0,2008,166616.330762012
5999,70,39104,1Fam,8,5,1,0,9,1954,1143,3,GasA,Y,1726,0,2007,278871.939217519
6000,,11443,1Fam,6,5,2,1,11,2004,1092,3,GasA,Y,1392,0,2009,209744.267797851
6001,,15750,1Fam,8,5,2,0,4,1962,1026,2,GasA,Y,1337,0,2006,234810.864733159
6002,,6240,TwnhsE,7,5,1,0,6,1997,1064,1,GasA,Y,816,0,2008,153759.103011519
6003,69,9742,1Fam,5,5,2,1,7,1972,940,3,GasA,Y,2126,0,2007,151700.444595083
6004,72,12704,1Fam,8,7,1,0,6,2006,483,3,GasA,Y,1352,0,2009,215177.119309676
6005,66,6402,Duplex,7,5,3,1,7,1959,1141,3,GasA,Y,1073,0,2008,206276.243320995
6006,65,8472,1Fam,7,5,1,0,7,2001,742,3,GasA,Y,1080,0,2009,180969.885953106
6007,21,8100,1Fam,5,5,1,0,7,1971,1650,2,GasA,Y,1561,0,2006,169101.034933642
6008,93,14587,1Fam,6,7,1,1,9,2003,849,3,GasA,Y,1506,0,2008,152046.135062466
6009,24,10171,1Fam,9,5,1,0,8,1998,1276,1,GasA,Y,1086,0,2009,256145.539654786
6010,80,7207,TwnhsE,4,5,1,0,6,1976,2046,2,GasA,Y,1578,0,2007,133749.10800659
6011,40,5063,1Fam,5,5,1,0,5,1972,912,2,GasA,Y,1632,0,2008,138405.904446464
6012,53,10918,1Fam,6,7,2,0,5,1923,1728,3,GasA,Y,2296,0,2008,189601.402643793
6013,82,8635,Duplex,5,7,2,1,10,1964,1208,2,GasA,Y,1506,0,2010,164117.87345029
6014,63,9819,1Fam,7,5,1,0,10,1963,1086,3,GasA,Y,1947,0,2009,218621.671544446
6015,78,7024,TwnhsE,5,5,1,0,6,1965,864,3,GasA,Y,864,0,2010,90074.8530206099
6016,54,10778,1Fam,6,5,1,0,7,1998,1063,3,GasA,Y,1732,0,2007,122916.934379366
6017,93,7758,1Fam,5,5,1,0,5,1996,816,2,GasA,N,1689,0,2007,103637.206799405
6018,,14200,1Fam,6,5,2,0,5,1984,764,2,GasA,Y,2320,0,2007,177478.656759583
6019,75,14006,1Fam,4,5,2,0,6,2007,840,3,GasA,Y,1288,0,2006,150483.888803295
6020,65,9060,1Fam,5,7,1,1,7,1900,1281,2,GasA,Y,1350,0,2007,137670.079976746
6021,85,13758,1Fam,7,5,2,1,6,1993,1440,3,GasA,Y,1360,0,2008,210218.33060335
6022,44,2117,1Fam,5,8,1,1,7,1940,1588,2,GasA,Y,1067,0,2007,136816.867660001
6023,72,10010,1Fam,7,7,2,0,7,1995,506,3,GasA,Y,1250,0,2009,165161.11362788
6024,88,8125,1Fam,6,5,2,1,7,1978,1440,3,GasA,Y,1150,512,2007,196170.267997705
6025,80,10480,1Fam,5,6,2,1,7,1968,0,2,GasA,Y,2087,0,2006,130107.956162345
6026,75,11600,1Fam,5,5,2,1,6,1984,1434,3,GasA,N,1302,0,2008,157096.146662381
6027,52,11838,1Fam,5,6,2,1,7,1967,793,2,GasA,Y,2097,0,2010,162140.32598575
6028,57,8430,Duplex,5,5,2,0,7,1971,816,4,GasA,Y,1285,0,2009,141606.355497807
6029,90,7420,1Fam,4,4,2,1,6,1965,1187,4,GasA,Y,1337,0,2006,142226.609064437
6030,,10421,1Fam,6,6,0,1,7,1974,440,3,GasA,Y,1464,0,2009,150200.312040708
6031,60,8765,1Fam,5,7,0,1,7,1926,858,2,GasA,Y,1252,0,2006,102743.48415761
6032,54,8750,1Fam,6,6,3,0,6,2005,832,2,GasA,Y,1712,0,2009,196918.710106956
6033,64,11787,1Fam,5,6,2,0,8,1910,658,3,GasA,N,848,0,2007,147441.057071167
6034,65,7472,TwnhsE,8,6,2,0,5,1924,1484,3,GasA,Y,1062,0,2008,211741.523343893
6035,41,11625,1Fam,4,5,1,1,7,1970,975,3,GasA,Y,2259,0,2009,148459.853714753
6036,95,8125,Twnhs,7,7,1,1,6,1967,1417,3,GasA,Y,925,0,2010,204525.19367151
6037,60,10500,1Fam,7,4,1,1,5,1994,1092,3,GasA,Y,2149,0,2008,154214.845928447
6038,70,9554,1Fam,7,8,1,0,6,2009,660,3,Grav,Y,605,0,2006,175960.531269474
6039,92,11333,1Fam,1,8,1,0,6,1959,945,2,GasA,Y,2236,0,2007,142054.702094149
6040,,14963,1Fam,7,6,2,0,6,1965,940,3,GasA,Y,1048,0,2009,212281.909909217
6041,64,12243,1Fam,7,6,2,0,7,2008,780,3,GasA,Y,1712,0,2006,225919.298299156
6042,107,8471,1Fam,5,5,1,0,6,2006,1080,3,GasA,Y,1244,0,2009,160270.31807976
6043,68,9297,1Fam,7,5,2,0,5,1963,630,4,GasA,Y,912,0,2008,146202.250230704
6044,,11639,1Fam,4,5,1,0,6,2002,600,3,GasA,Y,1566,0,2006,112593.554227752
6045,88,9600,1Fam,5,5,2,1,8,1957,0,6,GasA,Y,1268,0,2006,147043.477894082
6046,95,1869,1Fam,6,5,1,1,4,2004,0,3,GasA,Y,2643,0,2006,139187.735356515
6047,,8795,1Fam,7,5,1,0,7,1976,1453,3,GasA,Y,1536,0,2008,176192.958052079
6048,313,9906,1Fam,6,5,2,1,6,2002,998,3,GasA,Y,1652,0,2007,161762.187573545
6049,,8750,2fmCon,8,5,1,0,6,1950,1833,3,GasA,Y,1505,0,2009,263666.109141947
6050,50,8450,1Fam,5,7,1,1,5,2007,728,3,GasA,Y,848,0,2006,157266.006028588
6051,60,12327,2fmCon,6,5,1,1,8,1958,972,3,GasA,Y,1111,0,2009,133090.748968196
6052,70,11075,1Fam,7,5,1,1,6,2005,1360,5,GasA,N,2978,0,2009,204916.598972287
6053,111,7200,1Fam,4,4,2,0,5,1948,980,4,GasA,Y,1262,0,2008,123493.147042156
6054,65,13400,1Fam,6,5,2,0,8,2004,784,2,GasA,Y,1072,0,2007,173545.950994827
6055,102,12378,1Fam,6,7,2,1,5,1971,864,2,GasA,Y,1800,0,2009,182287.099767702
6056,75,45600,1Fam,6,6,1,0,9,1965,1264,3,GasA,Y,1163,0,2009,227781.850730514
6057,57,8750,1Fam,8,2,2,0,5,2005,547,2,GasA,Y,2262,0,2006,180954.694568124
6058,,2280,1Fam,5,7,1,0,6,2006,1568,3,GasA,Y,1044,0,2010,196395.685018324
6059,,12243,TwnhsE,8,5,1,0,6,1918,1090,3,GasA,Y,1111,0,2010,217616.021906133
6060,,12224,1Fam,6,6,2,0,7,1937,1181,3,GasA,Y,1458,0,2007,216965.571464753
6061,,2500,1Fam,6,6,2,0,8,1915,1462,3,GasA,Y,2353,0,2009,187358.713133144
6062,82,11210,1Fam,9,5,1,1,5,1996,684,2,GasA,Y,1978,0,2006,267219.440490454
6063,65,6173,1Fam,8,5,2,0,5,2003,1930,3,GasA,Y,1178,0,2010,294976.807226383
6064,,10500,1Fam,4,5,2,0,3,1957,2216,2,GasA,N,1218,0,2008,159948.950944552
6065,95,10778,1Fam,5,5,2,1,5,1969,1428,2,GasA,Y,1535,0,2007,164660.484672999
6066,,15611,TwnhsE,7,6,1,1,4,1960,1606,5,GasA,Y,1959,0,2007,237714.406693768
6067,128,6120,1Fam,6,7,1,0,6,1990,907,1,GasA,Y,3493,0,2007,153509.505821095
6068,30,8400,1Fam,6,5,2,0,6,1960,1002,3,GasA,Y,2240,0,2009,168088.341563702
6069,53,11457,1Fam,8,5,2,1,4,1954,991,3,GasA,Y,1094,0,2007,198896.563759157
6070,72,8487,1Fam,7,6,2,0,5,1924,793,3,GasA,Y,2376,0,2007,175080.595922688
6071,70,10150,1Fam,4,6,1,0,8,1976,1580,4,GasA,Y,1604,0,2006,118496.69404201
6072,75,9286,1Fam,4,5,2,0,6,2005,1040,4,GasA,Y,1344,0,2009,117291.401245079
6073,,6420,Twnhs,7,5,2,0,10,1961,1419,3,GasA,Y,1768,0,2006,187568.39177156
6074,80,11952,1Fam,3,5,1,0,9,1980,1362,4,GasA,Y,1073,0,2008,143815.589076122
6075,,11700,1Fam,5,8,2,0,6,1940,1117,2,GasA,Y,1400,0,2009,126568.219922657
6076,60,5684,1Fam,6,4,2,1,8,1934,1099,4,GasA,Y,1698,0,2007,154857.165499999
6077,51,9337,1Fam,7,6,1,1,10,1974,1314,2,GasA,Y,972,0,2009,219654.941182411
6078,30,10791,1Fam,7,5,1,0,7,1953,756,3,GasA,N,848,0,2008,161163.763592609
6079,77,16033,1Fam,6,5,1,0,7,1973,672,3,GasA,Y,2229,0,2008,154767.109681381
6080,80,8123,1Fam,7,6,1,0,7,2008,832,3,GasA,Y,2727,0,2009,221325.716027953
6081,73,10264,1Fam,7,5,3,1,9,1966,876,2,GasA,Y,2380,0,2007,209759.313948647
6082,68,10552,1Fam,6,5,2,0,7,1930,784,1,GasA,Y,768,0,2007,159840.705896008
6083,70,10625,Twnhs,4,5,1,0,6,1999,1060,3,GasA,Y,866,0,2009,139075.672732979
6084,35,8314,1Fam,7,5,1,1,6,1958,945,3,GasA,Y,1253,0,2008,131262.513753642
6085,,8089,1Fam,6,5,1,1,6,2003,1021,4,GasA,Y,875,0,2008,204649.209603014
6086,,8089,1Fam,4,5,2,1,6,1990,784,3,GasA,N,1456,0,2008,120060.019160658
6087,24,8405,TwnhsE,7,5,2,1,7,2004,2444,3,GasA,Y,1229,0,2006,234773.082529278
6088,72,4435,1Fam,10,5,2,1,4,1977,884,2,GasA,Y,960,0,2008,227661.4949068
6089,66,7180,1Fam,6,5,1,1,5,2009,649,3,GasA,Y,2153,0,2010,163012.298841822
6090,105,9018,1Fam,7,5,1,0,8,2003,776,4,GasA,Y,1484,0,2009,196731.2091089
6091,68,10593,1Fam,5,5,1,0,8,2003,1080,3,GasW,Y,1616,0,2008,125905.503019278
6092,128,6060,1Fam,8,5,2,1,7,1966,756,3,GasA,Y,1136,0,2006,179120.077355876
6093,,10800,Twnhs,4,5,2,0,5,1998,756,3,GasA,Y,894,0,2008,81860.1689443317
6094,70,9790,1Fam,5,5,2,1,6,1998,924,3,GasA,Y,784,0,2006,161109.640642898
6095,60,13695,1Fam,7,6,1,0,7,1939,728,3,GasA,N,894,0,2009,152571.012694882
6096,60,8520,1Fam,4,5,1,0,7,1977,840,3,GasA,Y,1644,0,2006,114909.959907359
6097,97,10106,1Fam,7,5,1,0,5,1949,1299,3,GasA,Y,767,0,2007,152878.904484186
6098,34,9200,1Fam,7,5,2,1,6,1947,1029,3,GasA,Y,813,0,2007,192300.167003724
6099,,3182,1Fam,6,6,1,0,5,2003,780,3,GasA,Y,980,0,2008,142395.608620385
6100,63,10125,1Fam,5,6,1,0,6,2005,1188,2,GasA,N,1109,0,2008,153838.969074838
6101,61,8990,1Fam,7,5,3,1,9,1973,789,2,GasA,Y,1768,0,2009,193452.664326657
