id,species1,species2,species3,species4,species5,species6,species7,species8,species9,species10
sample_1148,0.534170423,0.453864713,6.49E-05,4.88E-05,5.65E-06,3.32E-06,3.32E-09,0.003321715,0.00851964,9.06E-07
sample_1149,0.001581185,0.000404312,0.000306744,0.764039232,4.01E-08,0.002114339,3.57E-10,4.02E-06,0.231550097,2.68E-08
sample_1150,0.001513502,0.00039893,1.52E-05,0.899022345,8.32E-09,4.15E-05,3.94E-11,1.83E-06,0.099006625,4.00E-09
sample_1151,2.37E-08,1.93E-06,0.865477124,9.43E-14,0.125776667,7.57E-06,0.00024428,5.52E-06,7.82E-10,0.00848689
sample_1152,2.49E-08,2.83E-06,0.746343101,7.47E-14,0.233131832,4.64E-06,0.000616863,1.44E-05,5.86E-10,0.019886317
sample_1153,5.33E-05,0.050849267,0.009194761,3.22E-11,0.842810928,7.15E-06,8.23E-06,0.092168121,2.47E-07,0.00490802
sample_1154,9.30E-12,4.50E-10,0.000910243,1.95E-17,7.87E-07,1.04E-10,0.997848786,9.60E-07,5.41E-14,0.001239225
sample_1155,0.99681682,0.000515856,1.73E-06,0.001244794,1.72E-07,8.57E-09,6.51E-10,0.001140294,0.000280167,1.55E-07
sample_1156,6.95E-05,2.15E-05,0.001827013,0.001868387,1.22E-07,0.431058551,5.01E-10,1.54E-07,0.565154663,3.81E-08
sample_1157,0.013165068,3.76E-05,7.50E-07,0.986460816,3.24E-09,1.61E-08,3.80E-11,1.59E-05,0.000319837,4.43E-09
sample_1158,2.34E-06,8.14E-06,2.43E-05,7.34E-13,0.0085384,6.62E-10,0.000118578,0.862879469,9.40E-10,0.1284288
sample_1159,6.94E-11,6.35E-09,0.002256975,1.01E-16,6.99E-05,5.96E-10,0.967352691,1.17E-05,3.58E-13,0.030308781
sample_1160,4.23E-07,0.000119867,0.289252549,1.19E-12,0.707293398,7.43E-05,1.97E-05,6.93E-05,1.40E-08,0.003170525
sample_1161,6.97E-06,0.000780385,0.000374262,2.18E-12,0.199165748,3.74E-08,2.01E-05,0.781324282,7.55E-09,0.018328215
sample_1162,2.30E-05,8.34E-06,0.405072393,5.04E-07,4.62E-05,0.590995921,1.04E-07,2.72E-07,0.003845993,7.31E-06
sample_1163,1.92E-10,1.05E-09,2.61E-06,2.00E-16,3.23E-06,4.02E-12,0.853682594,0.000131452,2.61E-13,0.14618012
sample_1164,0.437111795,0.338903771,0.000116064,0.004574659,1.72E-06,3.18E-05,1.69E-09,0.000604885,0.218654934,3.36E-07
sample_1165,0.000727643,0.000786563,2.06E-05,1.67E-10,0.001207776,5.66E-09,5.80E-07,0.996710363,1.39E-07,0.000546363
sample_1166,4.10E-08,1.38E-08,1.52E-06,3.46E-14,4.87E-05,9.48E-12,0.007691815,0.001864984,2.01E-11,0.990392926
sample_1167,0.323252464,0.007695184,1.23E-05,0.634129142,1.06E-07,9.69E-07,3.34E-10,0.000191645,0.034718151,5.35E-08
sample_1168,0.00202096,0.000400447,0.00011553,0.918814954,2.26E-08,0.000278978,2.21E-10,5.35E-06,0.078363737,1.71E-08
sample_1169,2.24E-07,2.40E-07,0.999039618,5.76E-11,0.000434455,0.000440825,1.99E-06,5.61E-08,4.10E-07,8.22E-05
sample_1170,0.002219709,0.000220004,2.58E-06,0.986043225,3.16E-09,1.31E-06,1.64E-11,2.21E-06,0.011510955,1.83E-09
sample_1171,5.03E-09,3.31E-09,1.40E-06,5.37E-15,1.21E-05,4.97E-12,0.086397915,0.00037476,3.77E-12,0.913213832
sample_1172,0.005677792,0.192975028,0.000384814,2.05E-09,0.007092709,5.97E-07,5.70E-07,0.793473218,4.81E-06,0.000390465
sample_1173,3.87E-10,8.75E-09,1.89E-05,3.06E-16,6.21E-05,2.94E-11,0.554393901,0.000978511,6.18E-13,0.444546633
sample_1174,8.67E-11,2.86E-09,1.83E-05,7.79E-17,1.68E-05,1.83E-11,0.890132528,0.000193825,1.74E-13,0.109638552
sample_1175,0.003846966,0.00234571,4.83E-05,0.227106705,3.97E-08,0.000306279,1.04E-10,3.89E-06,0.766342099,1.22E-08
sample_1176,5.40E-11,9.01E-10,4.81E-06,5.27E-17,3.28E-06,5.14E-12,0.941621327,8.94E-05,9.49E-14,0.058281169
sample_1177,5.74E-12,2.41E-10,0.00011536,1.01E-17,2.22E-07,2.13E-11,0.999084865,2.11E-06,2.38E-14,0.000797438
sample_1178,5.36E-11,4.81E-09,0.0015334,7.67E-17,4.78E-05,4.09E-10,0.973360978,1.07E-05,2.66E-13,0.025047172
sample_1179,2.81E-05,6.91E-05,0.001398171,1.26E-06,5.95E-07,0.972806633,4.35E-10,1.45E-07,0.025695986,5.09E-08
sample_1180,2.49E-11,4.48E-10,3.77E-06,2.61E-17,1.31E-06,3.36E-12,0.976702506,3.77E-05,4.76E-14,0.023254753
sample_1181,0.003292176,7.23E-05,1.89E-06,0.995353253,2.56E-09,1.87E-07,2.69E-11,5.61E-06,0.00127454,2.68E-09
sample_1182,8.00E-12,5.33E-10,0.000133184,1.13E-17,2.06E-06,3.28E-11,0.995966828,3.35E-06,3.29E-14,0.003894577
sample_1183,2.28E-06,0.000218554,0.88740994,2.16E-11,0.107418539,0.004311564,4.07E-06,1.77E-05,3.56E-07,0.000616984
sample_1184,0.133363108,0.000147113,1.30E-06,0.8656646,1.56E-08,1.74E-08,1.25E-10,8.95E-05,0.000734307,1.84E-08
sample_1185,1.84E-09,6.31E-08,4.46E-05,1.17E-15,0.00082707,1.16E-10,0.078273275,0.005943931,2.74E-12,0.91491105
sample_1186,0.013114989,0.011080885,6.16E-05,0.074831932,1.07E-07,0.000213473,1.95E-10,1.24E-05,0.900684565,2.65E-08
sample_1187,1.23E-05,0.000105341,0.063379391,5.51E-09,0.000109397,0.936222832,2.30E-08,7.20E-07,0.00016698,3.03E-06
sample_1188,2.08E-10,1.99E-09,4.72E-06,1.92E-16,8.10E-06,7.13E-12,0.789100422,0.000271016,2.98E-13,0.210615747
sample_1189,7.30E-10,9.25E-08,0.008733837,8.80E-16,0.002347801,4.65E-09,0.710730613,0.000148244,3.48E-12,0.278039406
sample_1190,9.70E-10,9.75E-08,0.000716505,8.11E-16,0.002008917,8.47E-10,0.388916525,0.001201988,2.67E-12,0.607155965
sample_1191,2.28E-05,6.59E-06,0.01033645,2.47E-05,7.24E-07,0.917780434,2.14E-09,8.17E-08,0.0718281,1.61E-07
sample_1192,4.78E-08,1.88E-05,0.00792337,3.64E-14,0.892102423,1.02E-07,0.000631808,0.003401557,2.13E-10,0.095921926
sample_1193,0.01440173,0.926563657,0.000287326,1.38E-08,0.000746823,2.44E-06,6.48E-08,0.057925974,4.01E-05,3.19E-05
sample_1194,8.45E-11,3.65E-09,3.15E-05,7.68E-17,2.47E-05,2.83E-11,0.895244679,0.000178298,1.86E-13,0.104520903
sample_1195,2.26E-10,1.33E-09,2.99E-06,2.27E-16,4.42E-06,4.75E-12,0.815986545,0.000174804,3.04E-13,0.183831238
sample_1196,1.05E-11,7.32E-10,0.000338895,1.62E-17,3.19E-06,6.84E-11,0.995451337,2.62E-06,4.96E-14,0.004203953
sample_1197,5.79E-08,9.76E-07,0.990357475,1.02E-12,0.009139273,0.00012733,6.78E-06,3.72E-07,1.06E-08,0.000367721
sample_1198,6.49E-07,3.01E-06,2.84E-05,2.38E-13,0.008369103,4.60E-10,0.000628476,0.502138348,3.30E-10,0.488832002
sample_1199,9.08E-08,9.94E-08,0.999302256,1.52E-11,0.000461315,8.41E-05,4.96E-06,3.96E-08,9.15E-08,0.000147084
sample_1200,5.17E-12,1.84E-10,8.71E-06,6.43E-18,3.86E-07,3.85E-12,0.99699938,6.05E-06,1.42E-14,0.002985481
sample_1201,8.45E-05,0.008207526,0.687245555,2.04E-09,0.0279443,0.276182928,1.08E-06,7.17E-05,5.31E-05,0.000209291
sample_1202,0.108386448,0.000103328,1.11E-06,0.890884447,1.29E-08,1.36E-08,1.14E-10,7.74E-05,0.000547217,1.64E-08
sample_1203,1.05E-06,7.19E-07,1.10E-05,4.92E-13,0.001571748,1.49E-10,0.0012015,0.143129955,3.77E-10,0.85408398
sample_1204,1.24E-08,2.29E-06,0.167151412,1.68E-14,0.186612421,2.17E-07,0.079339761,0.000388872,8.95E-11,0.566505016
sample_1205,3.72E-07,8.17E-05,0.001236191,1.66E-13,0.711032832,3.23E-08,0.000314758,0.139036347,7.11E-10,0.148297805
sample_1206,2.63E-11,2.92E-10,2.22E-06,3.01E-17,6.40E-07,2.12E-12,0.981940397,2.63E-05,4.72E-14,0.018030493
sample_1207,3.61E-08,1.20E-05,0.011858703,2.88E-14,0.763187867,9.09E-08,0.002312275,0.003551042,1.59E-10,0.219077939
sample_1208,7.28E-12,1.75E-10,4.28E-06,8.79E-18,3.37E-07,2.48E-12,0.995644307,9.18E-06,1.71E-14,0.004341902
sample_1209,7.52E-12,4.72E-10,0.000304187,1.24E-17,1.49E-06,5.28E-11,0.997337606,1.68E-06,3.65E-14,0.002355035
sample_1210,1.86E-10,6.56E-09,2.95E-05,1.57E-16,4.81E-05,3.44E-11,0.767155908,0.000458092,3.59E-13,0.232308345
sample_1211,6.79E-07,1.53E-05,0.983142892,1.74E-11,0.012290727,0.004363356,1.81E-06,1.44E-06,2.65E-07,0.000183521
sample_1212,6.62E-06,7.13E-05,3.10E-05,1.70E-12,0.012174415,2.20E-09,8.69E-06,0.977669266,3.02E-09,0.010038729
sample_1213,0.004640693,0.990611141,0.000243113,1.20E-08,0.000200622,8.37E-06,1.47E-08,0.004225944,6.42E-05,5.94E-06
sample_1214,0.001777972,0.528565475,0.00200814,8.52E-10,0.048245524,4.27E-06,1.41E-06,0.418480412,4.13E-06,0.000912664
sample_1215,6.09E-09,7.68E-07,0.323656831,1.06E-14,0.047455275,1.93E-07,0.217200823,0.000103321,5.39E-11,0.411582783
sample_1216,3.87E-12,1.59E-10,2.56E-05,5.73E-18,2.17E-07,7.06E-12,0.998850167,2.66E-06,1.32E-14,0.001121328
sample_1217,0.016885821,0.200769408,0.001106126,0.000160369,4.90E-06,0.012720696,2.43E-09,5.68E-05,0.768295414,4.26E-07
sample_1218,9.72E-10,8.29E-08,0.125765792,1.94E-15,0.002273839,3.03E-08,0.733046572,1.96E-05,8.38E-12,0.138894073
sample_1219,9.72E-12,3.75E-10,1.04E-05,1.08E-17,1.21E-06,5.71E-12,0.991593806,1.42E-05,2.49E-14,0.008380398
sample_1220,0.00017449,0.167121143,0.011296514,1.07E-10,0.662961736,1.40E-05,7.10E-06,0.15415397,8.22E-07,0.004270245
sample_1221,6.07E-11,5.45E-09,0.00208162,8.94E-17,5.67E-05,5.29E-10,0.971597069,1.01E-05,3.15E-13,0.026254501
sample_1222,1.37E-06,1.67E-05,4.38E-05,4.19E-13,0.021711719,1.33E-09,9.06E-05,0.887020569,7.69E-10,0.091115217
sample_1223,0.001754538,0.014687472,0.003305633,3.00E-05,5.13E-06,0.47095807,2.53E-09,7.96E-06,0.509250855,3.77E-07
sample_1224,0.976577297,5.94E-05,3.83E-06,1.05E-05,4.89E-06,1.68E-09,4.93E-08,0.023308399,1.68E-05,1.89E-05
sample_1225,8.01E-08,1.39E-05,0.0014332,4.17E-14,0.358129168,1.41E-08,0.002756246,0.065132037,1.65E-10,0.572535347
sample_1226,0.816157711,0.174952175,3.53E-05,6.08E-05,3.93E-06,9.69E-07,2.99E-09,0.004479425,0.004308804,8.35E-07
sample_1227,7.35E-10,9.23E-08,0.003782709,7.80E-16,0.002199193,2.59E-09,0.642051057,0.000284998,2.94E-12,0.351681947
sample_1228,4.20E-05,0.000978414,0.058049675,8.82E-09,0.000261676,0.940351455,3.22E-08,3.41E-06,0.000308172,5.16E-06
sample_1229,1.43E-05,0.000813948,0.882562367,3.46E-10,0.025782966,0.090594082,1.27E-06,1.76E-05,7.67E-06,0.000205781
sample_1230,4.43E-08,7.58E-06,0.471616188,1.10E-13,0.509783755,6.06E-06,0.000328291,3.32E-05,9.27E-10,0.018224893
sample_1231,2.39E-06,8.29E-05,0.963482089,5.72E-11,0.019224598,0.017004553,1.54E-06,4.30E-06,1.03E-06,0.000196633
sample_1232,0.001429198,0.000127982,2.67E-06,0.991340705,2.40E-09,1.31E-06,1.57E-11,1.81E-06,0.007096317,1.61E-09
sample_1233,2.16E-06,0.001319768,0.107531788,4.33E-12,0.888362288,9.36E-05,8.45E-06,0.000414464,5.43E-08,0.002267409
sample_1234,1.63E-09,1.66E-07,0.13468916,2.94E-15,0.005734957,4.37E-08,0.626259896,4.24E-05,1.32E-11,0.233273358
sample_1235,6.17E-09,8.10E-07,0.283717921,1.04E-14,0.049987079,1.77E-07,0.223343444,0.000121721,5.23E-11,0.442828842
sample_1236,3.43E-10,3.89E-08,0.002333098,3.82E-16,0.000719093,1.29E-09,0.804532054,0.00013487,1.38E-12,0.192280844
sample_1237,6.20E-12,2.30E-10,9.16E-06,7.40E-18,5.69E-07,4.34E-12,0.995774074,7.83E-06,1.67E-14,0.004208368
sample_1238,6.76E-05,4.03E-05,0.000880444,0.000460009,1.12E-07,0.445325404,2.69E-10,1.46E-07,0.553225989,2.41E-08
sample_1239,1.49E-06,0.000889697,0.00258433,7.83E-13,0.949410735,3.19E-07,2.06E-05,0.035574719,4.89E-09,0.011518098
sample_1240,0.003417626,0.001690968,4.15E-05,0.410972801,3.01E-08,0.000226831,9.10E-11,3.51E-06,0.583646711,1.03E-08
sample_1241,4.81E-10,2.17E-09,3.26E-06,4.66E-16,8.01E-06,6.16E-12,0.63949131,0.000312129,5.82E-13,0.36018529
sample_1242,0.026412629,0.000160512,9.52E-07,0.97214474,5.53E-09,3.83E-08,3.53E-11,1.86E-05,0.001262522,4.79E-09
sample_1243,4.70E-09,1.16E-07,0.987555615,3.32E-14,0.007574621,1.71E-06,0.000461848,4.46E-07,2.17E-10,0.00440564
sample_1244,6.00E-08,4.44E-08,2.87E-06,3.82E-14,0.000170915,2.11E-11,0.004268536,0.008894647,2.94E-11,0.986662926
sample_1245,9.95E-12,6.68E-10,9.09E-05,1.29E-17,2.97E-06,2.82E-11,0.993667999,5.97E-06,3.69E-14,0.006232193
sample_1246,3.65E-06,5.40E-06,0.921166771,2.52E-09,0.000402856,0.078359381,3.79E-07,2.79E-07,3.25E-05,2.88E-05
sample_1247,3.80E-07,6.93E-06,0.988074013,1.01E-11,0.009574089,0.002159909,2.05E-06,8.63E-07,1.41E-07,0.000181623
sample_1248,0.191064975,0.738414299,0.000148925,3.40E-07,0.000147357,1.38E-06,3.53E-08,0.06991577,0.000291947,1.50E-05
sample_1249,0.001839396,0.00148579,5.75E-05,0.071512713,3.78E-08,0.000800885,8.97E-11,2.04E-06,0.924301623,1.03E-08
sample_1250,0.044427715,0.952273802,0.000102488,8.54E-07,1.51E-05,9.05E-06,3.48E-09,0.00159997,0.001569954,1.07E-06
sample_1251,0.954181976,0.000910282,6.29E-06,3.31E-06,7.14E-06,7.33E-09,1.84E-08,0.044844419,3.91E-05,7.46E-06
sample_1252,0.301797108,0.557989722,0.000155902,4.22E-07,0.000195229,1.00E-06,5.46E-08,0.139564845,0.000271561,2.42E-05
sample_1253,1.43E-09,5.93E-08,0.63793013,4.82E-15,0.001788002,1.06E-07,0.29407321,3.53E-06,2.12E-11,0.066204965
sample_1254,4.93E-11,4.28E-09,0.001859469,7.41E-17,4.06E-05,4.43E-10,0.977347272,7.92E-06,2.58E-13,0.020744709
sample_1255,5.66E-05,4.61E-05,1.21E-05,1.40E-11,0.001986638,1.04E-09,4.03E-06,0.993077538,1.13E-08,0.004816952
sample_1256,0.002503044,0.000248001,2.63E-06,0.984802951,3.43E-09,1.31E-06,1.72E-11,2.41E-06,0.012439647,1.94E-09
sample_1257,1.50E-11,2.02E-10,2.37E-06,1.80E-17,3.74E-07,1.90E-12,0.991257163,1.53E-05,2.96E-14,0.008724754
sample_1258,6.91E-09,7.41E-07,0.000519878,4.30E-15,0.021576701,1.76E-09,0.027168984,0.011863939,1.44E-11,0.938869747
sample_1259,3.86E-10,4.12E-08,0.001141468,3.86E-16,0.00072251,8.06E-10,0.736829871,0.000264888,1.33E-12,0.261041221
sample_1260,3.80E-09,6.25E-08,1.66E-05,2.20E-15,0.000642637,6.30E-11,0.025290822,0.010616607,4.19E-12,0.963433288
sample_1261,3.42E-05,0.00026406,0.004085907,1.01E-07,4.96E-06,0.992021005,1.61E-09,4.69E-07,0.003589046,2.25E-07
sample_1262,0.002521553,0.000462798,6.51E-06,0.950923356,6.38E-09,7.36E-06,2.78E-11,2.51E-06,0.046075907,3.10E-09
sample_1263,0.000305454,0.000405669,0.000157767,0.001686049,6.26E-08,0.022055815,1.07E-10,4.86E-07,0.975388685,1.19E-08
sample_1264,1.07E-09,4.11E-09,3.53E-06,9.42E-16,1.83E-05,8.37E-12,0.316339541,0.000688424,1.14E-12,0.682950246
sample_1265,4.60E-10,3.55E-08,0.000268596,3.89E-16,0.000508261,2.85E-10,0.588188508,0.000765574,1.16E-12,0.410269024
sample_1266,0.556220827,0.000497818,2.79E-06,0.441389473,5.58E-08,3.19E-08,3.49E-10,0.000326383,0.001562563,5.83E-08
sample_1267,0.992380398,7.81E-05,1.84E-06,2.88E-05,1.10E-06,1.60E-09,7.38E-09,0.007482436,2.49E-05,2.43E-06
sample_1268,3.34E-06,0.00013768,0.000109316,9.67E-13,0.063094011,6.78E-09,2.39E-05,0.912540021,2.51E-09,0.02409176
sample_1269,0.455484939,0.53260825,7.15E-05,3.89E-05,6.19E-06,4.07E-06,3.38E-09,0.003111302,0.008673872,9.25E-07
sample_1270,1.27E-11,3.57E-10,5.90E-06,1.37E-17,1.06E-06,3.97E-12,0.988629726,2.01E-05,2.85E-14,0.011343185
sample_1271,5.74E-09,7.98E-07,0.204758943,8.99E-15,0.047211221,1.33E-07,0.253559957,0.000157505,4.46E-11,0.494311437
sample_1272,0.002571131,0.991278708,0.002919288,4.44E-08,0.000342351,0.001643682,2.25E-08,0.000488216,0.000750004,6.55E-06
sample_1273,0.939390149,0.049041483,1.79E-05,0.001102759,8.72E-07,6.20E-07,1.16E-09,0.001446587,0.008999353,2.69E-07
sample_1274,5.69E-09,7.06E-07,0.314358968,9.94E-15,0.042168502,1.79E-07,0.23718003,9.86E-05,5.01E-11,0.406192974
sample_1275,2.45E-08,4.01E-06,0.509608427,5.09E-14,0.415644655,1.91E-06,0.002776805,5.90E-05,3.59E-10,0.071905121
sample_1276,6.26E-09,8.74E-08,1.53E-05,3.42E-15,0.000855704,6.94E-11,0.014502189,0.016162636,6.28E-12,0.968464066
sample_1277,2.45E-05,0.000247631,0.008937389,2.77E-08,1.48E-05,0.989754614,3.58E-09,5.99E-07,0.001019935,5.14E-07
sample_1278,5.61E-09,9.37E-07,0.070546708,7.06E-15,0.053944476,6.37E-08,0.221136003,0.000394216,3.37E-11,0.65397759
sample_1279,0.001588788,0.000744207,5.39E-05,0.43085252,2.31E-08,0.000527939,8.42E-11,1.91E-06,0.566230659,8.61E-09
sample_1280,1.13E-09,5.03E-08,7.33E-05,7.84E-16,0.000670788,1.43E-10,0.185921742,0.003342413,1.97E-12,0.809991732
sample_1281,1.07E-08,1.05E-06,0.822186239,2.82E-14,0.102222994,1.18E-06,0.007229671,1.77E-05,1.80E-10,0.068341172
sample_1282,6.29E-12,1.54E-10,4.61E-06,7.85E-18,2.65E-07,2.47E-12,0.996725748,7.42E-06,1.53E-14,0.003261962
sample_1283,6.99E-06,6.67E-06,0.011401916,1.74E-07,2.29E-06,0.985832323,2.38E-09,6.13E-08,0.002749351,2.23E-07
sample_1284,1.22E-05,0.010465345,0.104222322,2.30E-11,0.881424821,0.000238878,6.48E-06,0.001495276,3.08E-07,0.002134338
sample_1285,0.000219443,0.000180253,0.000157645,0.005811172,3.85E-08,0.022501229,9.37E-11,3.39E-07,0.971129871,9.37E-09
sample_1286,1.08E-11,5.67E-10,2.56E-05,1.23E-17,2.30E-06,1.18E-11,0.990794328,1.27E-05,3.16E-14,0.009165032
sample_1287,3.71E-10,2.38E-09,4.03E-06,3.44E-16,9.46E-06,7.10E-12,0.675381217,0.000349641,4.77E-13,0.324255646
sample_1288,8.40E-09,5.14E-07,0.000145105,4.62E-15,0.010195283,6.27E-10,0.01528827,0.023351429,1.30E-11,0.951019391
sample_1289,8.85E-06,4.08E-05,0.008571764,2.08E-08,6.94E-06,0.990718477,2.51E-09,1.73E-07,0.000652704,3.12E-07
sample_1290,4.07E-07,6.21E-07,0.997543773,1.00E-10,0.000546292,0.00184744,1.11E-06,9.23E-08,9.15E-07,5.94E-05
sample_1291,1.11E-08,5.55E-07,0.954580986,5.59E-14,0.038778382,4.14E-06,0.000307189,1.79E-06,4.24E-10,0.006326948
sample_1292,0.006008378,0.137463969,0.010993191,1.30E-05,4.27E-05,0.540092159,1.23E-08,5.34E-05,0.30533103,2.14E-06
sample_1293,6.68E-08,2.37E-05,0.087283635,1.08E-13,0.90098617,2.83E-06,9.48E-05,0.000122544,9.38E-10,0.011486229
sample_1294,5.01E-12,1.33E-10,7.65E-06,6.96E-18,1.59E-07,3.20E-12,0.998398375,4.70E-06,1.37E-14,0.001589115
sample_1295,3.24E-06,0.000109741,0.956009276,8.65E-11,0.01723802,0.026454564,1.35E-06,4.77E-06,1.63E-06,0.000177407
sample_1296,9.85E-10,1.28E-07,0.004086144,1.01E-15,0.003353903,3.15E-09,0.551277562,0.00040361,3.85E-12,0.440878648
sample_1297,1.64E-10,1.72E-08,0.002915708,2.13E-16,0.000260237,1.07E-09,0.916850164,3.71E-05,7.79E-13,0.079936806
sample_1298,3.04E-09,4.12E-08,0.993093931,2.88E-14,0.002285737,8.82E-07,0.000782611,1.84E-07,1.62E-10,0.00383661
sample_1299,2.68E-11,9.15E-10,1.13E-05,2.67E-17,3.96E-06,8.59E-12,0.969736166,5.01E-05,5.96E-14,0.030198475
sample_1300,0.118728649,0.055795393,9.52E-05,5.24E-08,0.000544052,1.38E-07,2.06E-07,0.824689679,2.53E-05,0.000121425
sample_1301,0.000132357,8.64E-05,0.000322232,0.003327041,5.18E-08,0.084165731,1.40E-10,2.31E-07,0.91196594,1.29E-08
sample_1302,3.56E-08,7.24E-06,0.002615774,2.18E-14,0.293457109,1.65E-08,0.006543798,0.021644211,9.24E-11,0.675731816
sample_1303,5.22E-11,4.06E-10,2.03E-06,5.91E-17,9.51E-07,2.34E-12,0.964306974,4.11E-05,8.39E-14,0.035648933
sample_1304,4.43E-12,2.38E-10,5.15E-05,6.40E-18,5.39E-07,1.28E-11,0.998198066,2.44E-06,1.67E-14,0.001747423
sample_1305,5.92E-09,1.90E-07,4.59E-05,3.23E-15,0.00268633,1.92E-10,0.017147973,0.019308134,7.52E-12,0.960811499
sample_1306,7.89E-07,5.65E-06,0.987936495,5.98E-11,0.002530388,0.009448005,9.03E-07,4.50E-07,8.71E-07,7.64E-05
sample_1307,0.006443305,0.001692,1.53E-05,0.827166756,1.89E-08,2.21E-05,6.33E-11,5.69E-06,0.164654792,7.58E-09
sample_1308,2.67E-11,2.19E-09,0.000312857,3.40E-17,1.60E-05,1.03E-10,0.982423167,1.20E-05,1.08E-13,0.017236008
sample_1309,0.280510066,0.553363372,0.000152091,0.000903636,2.72E-06,5.30E-05,1.98E-09,0.000585907,0.164428766,4.15E-07
sample_1310,6.55E-10,8.59E-09,1.05E-05,5.05E-16,5.53E-05,2.07E-11,0.368762109,0.001335125,8.76E-13,0.629836958
sample_1311,8.91E-07,0.000764775,0.006752185,6.91E-13,0.98333722,1.31E-06,1.13E-05,0.004354635,5.66E-09,0.004777631
sample_1312,1.38E-08,2.99E-08,3.39E-06,8.49E-15,0.000160375,1.87E-11,0.009189308,0.007128098,9.06E-12,0.98351879
sample_1313,0.002429908,0.067229952,0.014618005,2.73E-06,6.20E-05,0.831078574,1.40E-08,3.39E-05,0.084542466,2.48E-06
sample_1314,2.08E-06,0.000192374,0.891458734,1.99E-11,0.103697304,0.004018786,4.10E-06,1.62E-05,3.24E-07,0.000610081
sample_1315,6.57E-06,7.18E-06,0.008137468,1.56E-07,1.80E-06,0.98917354,1.73E-09,5.68E-08,0.002673055,1.67E-07
sample_1316,2.86E-07,6.82E-05,0.001416207,1.34E-13,0.744173417,3.38E-08,0.000361045,0.100727379,5.89E-10,0.153253443
sample_1317,0.000899969,0.002723534,0.000300348,0.000385129,2.62E-07,0.028159151,2.65E-10,1.76E-06,0.967529812,3.49E-08
sample_1318,7.93E-08,4.80E-08,0.999342579,1.78E-11,0.000337511,2.43E-05,1.45E-05,3.04E-08,7.48E-08,0.000280916
sample_1319,1.42E-05,0.002783707,0.000814865,4.78E-12,0.337543658,1.27E-07,1.58E-05,0.645358689,1.96E-08,0.013468925
sample_1320,0.001573339,0.000352236,0.000106534,0.894301618,2.05E-08,0.000371384,1.79E-10,3.72E-06,0.103291133,1.42E-08
sample_1321,5.98E-08,1.38E-05,0.271275092,1.29E-13,0.714268361,5.91E-06,0.000176637,5.45E-05,1.13E-09,0.014205688
sample_1322,6.82E-08,2.10E-07,0.998618342,4.79E-12,0.0010942,0.000140005,3.67E-06,6.99E-08,3.95E-08,0.000143398
sample_1323,7.35E-08,4.05E-07,0.997570479,3.36E-12,0.002061299,0.000205948,3.36E-06,1.19E-07,3.21E-08,0.000158282
sample_1324,2.52E-06,6.41E-06,0.943788576,8.15E-10,0.00070446,0.055449163,4.49E-07,3.38E-07,1.17E-05,3.64E-05
sample_1325,6.35E-09,8.83E-08,1.53E-05,3.47E-15,0.000862415,6.96E-11,0.014274876,0.016366919,6.36E-12,0.96848042
sample_1326,3.91E-08,1.33E-05,0.010157814,3.03E-14,0.788900325,8.67E-08,0.001813083,0.003949666,1.67E-10,0.195165649
sample_1327,1.21E-10,1.17E-08,0.004331542,1.78E-16,0.000159126,1.20E-09,0.947447585,1.64E-05,6.56E-13,0.048045288
sample_1328,0.035848546,0.144989832,0.000247941,0.001516661,1.17E-06,0.000823348,9.33E-10,6.18E-05,0.816510522,1.60E-07
sample_1329,4.85E-05,0.000452199,0.004676219,1.16E-07,6.77E-06,0.990601618,2.01E-09,7.07E-07,0.004213547,2.90E-07
sample_1330,1.60E-07,6.84E-08,0.999460126,6.57E-11,0.000278567,5.29E-05,8.52E-06,3.33E-08,2.64E-07,0.000199356
sample_1331,3.82E-12,1.65E-10,2.50E-05,5.51E-18,2.59E-07,7.05E-12,0.998690359,2.71E-06,1.30E-14,0.001281681
sample_1332,0.985286283,0.000620001,3.35E-06,9.69E-06,2.08E-06,5.44E-09,5.87E-09,0.014026432,5.01E-05,2.08E-06
sample_1333,4.10E-05,0.040361015,0.009340447,2.56E-11,0.872790741,6.95E-06,8.17E-06,0.07267238,2.00E-07,0.00477906
sample_1334,0.994375811,0.002894447,3.49E-06,0.000267209,4.16E-07,2.68E-08,8.91E-10,0.001928251,0.000530116,2.33E-07
sample_1335,1.48E-08,9.14E-09,1.50E-06,1.24E-14,3.70E-05,7.68E-12,0.015015669,0.001407347,8.75E-12,0.983538485
sample_1336,6.21E-10,2.09E-09,2.82E-06,6.25E-16,7.32E-06,5.68E-12,0.597860679,0.000287302,7.14E-13,0.401841873
sample_1337,6.05E-10,1.36E-08,2.12E-05,4.54E-16,0.000108692,3.79E-11,0.37912453,0.001620523,9.20E-13,0.619125013
sample_1338,0.000196823,0.00015587,0.000178543,0.005164634,4.03E-08,0.029184177,9.96E-11,3.11E-07,0.96511959,9.82E-09
sample_1339,2.12E-05,0.023770453,0.012325426,1.58E-11,0.932592973,9.71E-06,7.34E-06,0.02741129,1.38E-07,0.003861426
sample_1340,5.18E-12,3.00E-10,0.00012373,8.14E-18,7.22E-07,2.45E-11,0.998191862,1.80E-06,2.24E-14,0.001681886
sample_1341,0.079246423,0.005409381,1.15E-05,0.854281461,5.09E-08,2.36E-06,1.58E-10,5.15E-05,0.060997275,2.29E-08
