Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
4337,94,31770,1Fam,7,5,2,1,6,2000,1094,2,GasA,Y,1844,0,2007,215696.284830425
4338,65,25000,1Fam,7,6,1,1,7,2008,1151,3,GasA,Y,1474,0,2006,201739.629810343
4339,36,8125,1Fam,6,5,3,0,9,2008,938,2,GasA,Y,1241,0,2009,197457.251986544
4340,,10240,1Fam,5,5,1,1,5,1967,684,2,GasA,Y,1344,0,2006,92846.785083667
4341,50,8244,1Fam,5,5,2,0,10,2006,893,4,GasA,Y,1750,0,2007,178239.020167031
4342,101,10237,1Fam,5,7,2,1,5,2006,1410,3,GasA,Y,752,0,2008,176698.47369539
4343,59,12257,1Fam,8,7,2,0,7,1900,1522,2,GasA,Y,1992,0,2009,279944.105943453
4344,95,11310,1Fam,5,7,2,1,5,1981,264,2,GasA,Y,1337,0,2010,166078.639915404
4345,,9100,1Fam,5,2,2,0,5,2009,952,2,GasA,N,1726,0,2008,125826.161108538
4346,50,4043,TwnhsE,8,4,1,0,7,1957,1199,4,GasA,Y,1393,0,2006,181906.876323804
4347,65,9950,1Fam,7,6,2,1,7,1950,1833,4,GasA,Y,1047,0,2007,223532.966375835
4348,56,4500,2fmCon,6,6,1,1,5,2005,264,2,GasA,Y,1852,0,2008,111345.863372614
4349,65,11700,1Fam,4,5,2,0,5,1966,1151,2,GasA,Y,894,0,2008,135394.221668291
4350,53,5400,1Fam,7,6,2,0,4,1953,1113,3,GasA,Y,1416,0,2006,161300.126011502
4351,,5925,1Fam,9,5,1,1,8,1920,560,3,GasA,Y,1610,0,2006,217766.86990431
4352,,10083,1Fam,5,8,1,1,7,1971,980,2,GasA,N,1869,0,2007,128965.330116361
4353,,6240,1Fam,8,5,1,0,5,2006,1383,3,GasA,Y,1640,0,2007,208429.211022068
4354,78,9200,Duplex,5,6,2,1,5,1963,936,2,GasA,N,2035,0,2009,149548.319500978
4355,63,14364,1Fam,8,8,1,0,7,1940,1499,4,GasA,Y,1473,0,2006,289176.779652829
4356,137,7301,1Fam,5,5,1,0,8,1971,1494,2,GasA,Y,1215,0,2009,151237.044864885
4357,70,17503,1Fam,5,7,1,1,8,2003,384,3,GasA,Y,1092,0,2008,144205.668294075
4358,65,6000,1Fam,6,5,1,1,6,1999,1136,4,GasA,N,1496,0,2009,111874.487461962
4359,,7313,1Fam,7,5,2,1,5,1937,1164,3,GasA,Y,1383,0,2008,152642.937545457
4360,,10463,1Fam,5,7,1,0,6,1972,894,2,GasA,Y,840,0,2006,157759.040629851
4361,60,12984,1Fam,4,4,1,0,9,1930,1080,4,GasA,Y,1099,0,2007,118113.151584569
4362,60,10237,1Fam,4,5,1,1,4,1972,1196,4,GasA,Y,1724,0,2007,148128.039470327
4363,,9636,1Fam,6,5,1,0,4,1972,1127,4,GasA,Y,1218,0,2008,167546.433893196
4364,57,10452,1Fam,7,7,2,0,6,1953,0,1,GasA,Y,2696,0,2009,120195.703395091
4365,80,13125,1Fam,5,5,1,1,7,1880,1196,3,GasA,Y,1595,0,2007,164118.517377847
4366,,11000,1Fam,5,7,2,0,5,1940,1040,3,GasA,Y,1700,0,2010,121538.528811469
4367,72,11600,1Fam,5,5,2,0,8,1935,1057,1,GasA,Y,1689,0,2008,130144.955043576
4368,,9600,1Fam,4,5,2,1,5,1880,2136,3,GasA,Y,1520,0,2008,118308.274990915
4369,60,14331,1Fam,7,5,2,0,6,1993,1392,3,GasA,Y,1229,0,2009,204596.278389145
4370,,11787,1Fam,4,5,1,1,6,1924,1088,2,GasA,Y,1336,0,2007,121819.161072428
4371,70,4438,1Fam,6,5,2,0,5,1962,1314,3,GasA,Y,1704,0,2007,148221.28122446
4372,,10400,1Fam,7,5,2,0,4,1882,789,2,GasA,Y,1198,0,2010,147862.012068289
4373,62,70761,1Fam,6,5,2,0,6,1999,697,3,GasA,Y,1922,0,2008,161300.310705652
4374,60,11952,1Fam,3,5,1,0,4,2002,1856,3,GasA,Y,912,0,2009,183264.04844621
4375,,11777,1Fam,7,5,2,1,6,1953,1188,3,GasA,N,2158,0,2007,139497.829839545
4376,107,7018,Duplex,8,5,1,0,5,1994,0,3,GasA,Y,1922,0,2008,148716.797687324
4377,66,13837,1Fam,4,7,2,0,8,1997,1752,2,GasA,Y,1961,0,2009,176242.939963396
4378,121,6120,1Fam,8,7,1,0,6,1995,600,6,GasA,Y,1792,0,2009,151631.99512949
4379,121,13350,TwnhsE,6,5,1,1,5,2005,264,2,GasA,Y,2646,0,2007,123119.697350174
4380,174,8892,1Fam,5,5,2,0,5,1996,1029,3,GasA,Y,866,0,2006,180104.479770903
4381,92,6780,1Fam,7,6,1,0,7,1964,1408,3,GasA,N,1557,0,2006,134296.016867112
4382,,14331,1Fam,5,6,1,0,8,1953,1079,3,GasA,Y,1614,0,2009,160767.529460151
4383,87,8892,1Fam,5,6,2,0,7,1969,1490,3,GasA,N,1721,0,2009,166209.439618737
4384,,16770,1Fam,5,5,1,0,6,1988,832,3,GasA,Y,1661,0,2010,177132.564397081
4385,67,8248,2fmCon,5,5,2,1,3,2004,1482,3,GasA,Y,2614,0,2008,140028.449033766
4386,45,1680,1Fam,5,5,2,0,6,1890,1050,3,GasA,Y,1721,0,2006,134361.515297466
4387,65,8546,1Fam,8,3,2,0,7,2005,728,2,GasA,Y,1363,0,2009,198460.575261234
4388,72,7449,1Fam,7,5,2,1,4,1998,700,3,GasA,Y,1422,0,2007,170269.180429515
4389,79,5784,1Fam,5,5,2,1,5,1924,1116,4,GasA,N,1576,0,2007,112595.762795953
4390,,7060,1Fam,6,5,2,0,6,2008,756,3,GasA,Y,1818,0,2008,170804.582990628
4391,,14375,1Fam,6,7,1,0,7,2006,1056,3,GasA,Y,1578,0,2008,173768.65929881
4392,75,4923,1Fam,5,5,1,0,5,1997,1314,3,GasA,Y,943,0,2008,160628.867620213
4393,60,10690,1Fam,7,5,2,0,6,1966,1440,3,GasA,Y,904,0,2008,136835.92204375
4394,69,8967,1Fam,5,5,2,1,7,1993,1588,3,GasA,Y,1092,0,2008,160676.018286246
4395,50,8450,1Fam,4,5,1,1,5,1977,1065,3,GasA,N,827,0,2008,130873.13931217
4396,110,7018,1Fam,5,5,2,0,5,1997,1040,4,GasA,Y,1086,0,2008,164646.446240456
4397,30,4923,1Fam,5,5,2,1,8,1940,1165,2,GasA,Y,825,0,2008,140575.03927891
4398,75,10402,1Fam,6,5,1,1,8,1983,1249,2,GasA,Y,1502,0,2009,184641.548391013
4399,90,11214,Twnhs,6,5,1,0,7,2004,926,4,GasA,Y,1576,0,2010,145223.398636807
4400,120,11694,1Fam,7,5,2,0,5,1925,1127,3,GasA,Y,2576,0,2010,173393.99562521
4401,70,12798,1Fam,6,5,2,1,8,2005,1099,2,GasA,Y,1350,0,2009,192091.015857424
4402,52,12640,1Fam,6,5,2,0,7,1938,864,3,GasA,Y,1056,0,2008,117883.467578252
4403,100,11404,1Fam,6,5,1,1,9,2004,1257,4,GasA,Y,1375,0,2008,194314.620806875
4404,75,12384,1Fam,7,6,2,0,8,1964,988,3,GasA,Y,1150,0,2007,208353.119695115
4405,21,1526,1Fam,5,5,1,1,8,2001,728,4,GasA,Y,1368,0,2007,155505.452508217
4406,80,12122,1Fam,5,6,1,1,6,2003,1440,4,GasA,Y,1208,0,2009,176117.390430495
4407,71,10800,1Fam,8,6,1,0,4,1969,1408,3,GasA,Y,2466,0,2009,212980.692500485
4408,57,53107,1Fam,8,5,1,0,6,1994,1560,2,GasA,Y,1646,0,2009,335405.754874728
4409,75,17043,TwnhsE,6,6,1,1,5,1965,440,3,GasA,Y,1750,0,2009,151117.655856561
4410,50,10300,1Fam,8,5,1,1,7,2005,961,4,GasA,Y,1750,0,2008,236211.869752279
4411,99,9297,1Fam,5,5,1,0,7,2007,941,2,GasA,Y,1015,0,2008,149442.22399682
4412,79,8450,1Fam,4,5,1,1,6,1970,1090,2,GasA,Y,1067,0,2006,134612.202104875
4413,60,8767,1Fam,5,5,2,0,7,2004,953,2,GasA,Y,1750,0,2006,161391.163114847
4414,48,10007,1Fam,6,5,2,1,7,1967,861,2,GasA,Y,2263,0,2006,130959.053444786
4415,70,13673,1Fam,6,5,1,1,10,1950,1752,3,GasA,Y,1053,0,2010,193637.67438505
4416,,8450,1Fam,5,5,3,0,8,1961,1541,3,GasA,Y,1367,0,2007,195292.034181068
4417,90,21000,1Fam,5,5,1,0,6,2005,1372,3,GasA,Y,1244,0,2008,149782.635487804
4418,75,3600,TwnhsE,9,5,1,0,6,2006,0,3,GasA,Y,1111,0,2006,189969.560088951
4419,,4224,TwnhsE,8,5,2,0,5,1998,960,3,GasA,Y,1536,0,2006,210029.78607957
4420,,11228,1Fam,5,5,1,0,5,1969,928,3,GasA,Y,1666,0,2009,131896.284826824
4421,75,7892,1Fam,5,5,1,0,6,1984,832,3,GasA,Y,1790,0,2010,169713.731200683
4422,88,10000,1Fam,6,6,2,0,5,2006,384,2,GasA,Y,1944,0,2007,140204.39729603
4423,49,11248,1Fam,8,5,2,1,6,1940,756,2,GasA,Y,1196,0,2009,203867.533494907
4424,50,7200,Twnhs,4,6,2,1,6,2001,648,3,GasA,Y,1743,0,2009,138667.497338991
4425,91,1890,1Fam,5,5,2,0,5,1955,912,3,GasA,Y,1682,0,2007,133940.605874491
4426,,12168,1Fam,6,6,2,1,6,2009,1566,3,GasA,Y,1716,0,2008,231470.401657678
4427,78,14364,1Fam,7,5,2,1,6,1972,1347,2,GasA,Y,1577,0,2009,192575.408441791
4428,,8450,1Fam,8,7,2,1,7,1982,811,3,GasA,Y,858,0,2006,203578.175865355
4429,57,15431,1Fam,6,6,2,0,8,1982,780,2,GasA,Y,928,0,2010,154656.002517208
4430,52,12640,TwnhsE,4,6,1,1,6,1966,1095,3,GasA,Y,1126,0,2007,143182.98493916
4431,70,14375,1Fam,4,6,2,0,6,1980,1256,4,GasA,Y,1986,0,2008,109157.323000114
4432,,10140,1Fam,6,5,2,0,7,2007,1362,2,GasA,Y,1852,0,2009,242455.491938747
4433,,9920,TwnhsE,7,5,2,0,4,1960,440,3,GasA,Y,970,0,2007,167875.746432022
4434,55,9786,1Fam,6,5,1,1,5,1993,864,3,GasA,Y,952,0,2007,155812.574602753
4435,54,2572,1Fam,6,5,1,0,8,1968,969,3,GasA,Y,1484,0,2007,130453.899206905
4436,71,9786,1Fam,8,5,2,0,8,1971,716,3,GasA,Y,1121,0,2007,208917.48539686
4437,76,12798,1Fam,5,4,1,0,8,1999,624,4,GasA,Y,1344,0,2007,158743.074303741
4438,52,11988,1Fam,5,6,1,0,8,1970,684,3,GasA,Y,1430,0,2009,133550.396339125
4439,24,11214,Duplex,4,5,2,0,9,1980,1470,3,GasA,Y,1229,0,2007,127869.660448221
4440,80,2522,1Fam,8,7,1,0,7,1945,1763,3,GasA,Y,1414,0,2008,230739.023390642
4441,78,1596,1Fam,5,7,1,1,4,1971,1164,2,GasA,Y,2224,0,2007,152055.327882049
4442,50,70761,1Fam,7,5,2,1,6,1904,952,3,GasA,Y,2713,0,2008,242087.943266933
4443,60,11096,1Fam,8,5,1,1,6,2006,1370,2,GasA,Y,1742,0,2006,268729.447703596
4444,64,9084,1Fam,8,6,2,0,8,1928,1842,3,GasW,Y,2640,0,2008,279125.613982471
4445,,7162,Duplex,5,5,2,1,6,2009,778,3,GasA,Y,1287,0,2007,144175.332414497
4446,78,10594,1Fam,7,6,2,1,9,1971,1225,3,GasA,Y,1057,0,2010,282050.995341963
4447,,13682,1Fam,8,7,2,0,7,1977,1494,3,GasA,Y,1768,512,2007,219553.129223215
4448,65,12474,TwnhsE,8,5,2,1,6,2006,1466,3,GasA,Y,1337,0,2009,281902.426896739
4449,82,10839,1Fam,7,5,3,1,5,1939,0,4,GasA,Y,960,0,2007,136765.436777035
4450,67,11782,1Fam,5,8,2,1,7,1950,728,3,GasA,Y,900,0,2006,208860.727273142
4451,24,3675,TwnhsE,7,6,1,0,5,1972,880,3,GasA,Y,1742,0,2007,125193.405669431
4452,70,1491,1Fam,6,6,2,1,7,1957,686,2,GasA,Y,987,0,2006,162387.839053491
4453,75,9000,1Fam,4,7,2,0,5,1964,384,3,GasA,Y,1040,0,2007,112456.777884265
4454,100,25095,1Fam,10,5,2,0,7,1959,1422,3,GasA,Y,1479,0,2008,271898.432448635
4455,,8068,1Fam,6,4,1,0,9,2004,1362,3,GasA,Y,1253,0,2006,195185.390390003
4456,100,12182,Duplex,4,5,2,0,7,2003,630,2,GasA,Y,1471,0,2009,111434.303708411
4457,,10880,1Fam,7,6,1,0,6,1965,1138,3,GasA,Y,892,0,2009,161099.4363311
4458,,11600,1Fam,6,5,1,0,5,1993,969,3,GasA,Y,965,0,2007,123488.007628103
4459,,25000,1Fam,6,5,1,0,6,1936,1056,3,GasA,Y,1961,0,2008,89416.4627705622
4460,48,53227,1Fam,5,7,2,0,8,1941,861,3,GasA,Y,1644,0,2006,173661.757601887
4461,,9819,1Fam,6,7,2,0,6,1972,1028,4,GasA,Y,1044,0,2007,154467.582313324
4462,84,7711,1Fam,9,8,2,1,6,2005,819,3,GasA,Y,1306,0,2007,267871.12670887
4463,59,9965,1Fam,6,5,1,1,6,2009,1056,2,GasA,Y,2153,0,2007,120441.865304658
4464,50,9042,1Fam,7,5,2,0,6,1940,1575,5,GasA,Y,1688,0,2006,153011.33849404
4465,60,4280,1Fam,10,5,0,0,3,1950,1141,3,GasA,Y,2640,0,2009,205357.973065276
4466,44,11600,TwnhsE,3,5,2,1,6,1920,1684,4,GasA,N,1494,0,2009,144115.184196611
4467,72,7875,1Fam,6,5,2,1,7,1920,747,4,GasA,Y,788,0,2008,127662.088504016
4468,85,11606,1Fam,5,6,1,0,7,2002,1500,4,GasA,Y,1113,0,2009,152907.065868577
4469,65,4403,1Fam,7,9,1,1,6,1976,1041,0,GasA,Y,1316,0,2008,199889.228482711
4470,97,15426,1Fam,4,7,2,1,6,1946,506,3,GasA,Y,1176,0,2007,150820.957991976
4471,72,9084,2fmCon,8,6,1,0,7,1946,1216,3,GasA,Y,1134,0,2007,211768.31034752
4472,75,6600,1Fam,6,5,1,0,6,1925,864,1,GasA,Y,1056,0,2007,103498.322459196
4473,55,8197,1Fam,7,5,1,0,5,2002,1522,4,GasA,Y,2417,0,2008,220707.14742115
4474,93,8064,TwnhsE,7,7,2,0,6,1950,894,4,GasA,Y,1200,0,2007,169973.954179329
4475,50,9000,1Fam,8,6,2,0,7,2001,1162,0,GasA,Y,2403,0,2006,249005.878192069
4476,,3072,1Fam,6,5,2,0,5,1900,1453,2,GasA,Y,1375,0,2010,149450.428760163
4477,66,13600,1Fam,8,5,2,1,6,1996,1021,3,GasA,N,2119,0,2008,244660.731158103
4478,50,8250,1Fam,7,8,1,1,5,1974,1114,4,GasA,Y,1510,0,2008,140768.179558965
4479,60,13474,1Fam,7,5,2,0,6,2007,780,2,GasA,Y,864,0,2008,199339.393919508
4480,80,9320,2fmCon,6,6,2,0,8,1940,680,3,GasA,Y,2520,0,2006,158645.781726978
4481,90,6040,1Fam,8,5,2,1,7,1939,1518,3,GasA,Y,1136,0,2009,242205.470180645
4482,60,4923,1Fam,6,7,1,0,6,1959,1505,3,GasA,Y,864,0,2009,149566.084342027
4483,21,9490,1Fam,6,5,1,0,9,1953,847,2,GasA,Y,1196,0,2008,106377.197012638
4484,72,18800,1Fam,8,5,1,1,8,1972,1095,2,GasA,Y,1500,0,2009,241493.06344931
4485,75,8816,1Fam,7,8,2,0,5,1949,912,2,GasA,Y,1396,0,2008,196680.281566642
4486,38,9505,1Fam,5,5,2,0,5,2007,2006,4,GasA,Y,1228,0,2010,172974.564933248
4487,85,15611,1Fam,7,6,2,1,6,1959,1436,3,GasA,Y,1476,0,2010,229184.892551491
4488,70,11249,Duplex,7,5,2,0,8,1934,1734,3,GasA,N,1828,0,2008,175174.947867006
4489,,10846,1Fam,7,5,2,2,8,2007,940,3,GasA,Y,1720,0,2009,216251.424271845
4490,80,12464,1Fam,8,6,1,0,4,1910,1097,3,GasA,Y,2274,0,2006,236949.542205476
4491,65,21384,1Fam,8,5,2,0,10,1998,1194,3,GasA,Y,1541,0,2007,397327.715129698
4492,41,12099,1Fam,5,5,0,0,5,2000,924,3,GasA,Y,1721,0,2006,159953.546026611
4493,69,9066,2fmCon,5,5,2,1,9,1920,799,3,GasA,Y,894,0,2010,149624.795460968
4494,60,10382,1Fam,6,5,2,0,7,1970,0,2,GasA,Y,1041,0,2006,133092.884929179
4495,84,10846,1Fam,8,5,2,1,7,1967,1324,1,GasA,Y,2574,0,2010,252857.616898858
4496,84,5784,TwnhsE,6,5,1,0,5,1996,1214,2,GasA,Y,1145,0,2010,158253.835766043
4497,89,8199,1Fam,5,5,1,1,8,1974,1067,4,GasA,Y,2291,0,2008,101608.275607559
4498,79,15611,1Fam,5,5,2,0,5,1941,0,3,GasA,Y,990,0,2008,129146.625822549
4499,100,12150,TwnhsE,7,9,1,0,6,1954,1249,4,GasA,N,1716,0,2009,213359.266677517
4500,82,7851,TwnhsE,9,5,2,0,10,2007,1623,2,GasA,Y,2200,0,2008,349758.303946671
4501,51,4388,TwnhsE,6,5,1,1,9,2005,1200,3,GasW,Y,1498,0,2007,124344.335231734
4502,,12182,Duplex,8,5,1,1,7,1998,530,3,GasA,Y,1520,0,2006,190518.844821695
4503,32,8064,TwnhsE,5,8,1,0,5,1961,1453,6,GasA,Y,1362,0,2006,118997.823868075
4504,,7590,1Fam,6,6,1,0,8,1977,530,3,GasA,Y,1496,0,2008,119763.76072244
4505,94,9000,1Fam,5,4,1,0,8,2007,1494,3,GasA,Y,1904,0,2006,131019.677801791
4506,74,8471,1Fam,7,5,2,0,6,1958,672,3,GasA,Y,854,0,2009,124786.799123889
4507,,10452,1Fam,5,5,2,0,5,2005,1200,2,GasA,Y,2082,0,2008,188262.141481746
4508,56,10380,2fmCon,7,6,2,0,5,2004,1860,2,GasA,Y,864,0,2006,225278.025233166
4509,,10197,1Fam,7,5,3,1,6,1954,1176,3,GasA,Y,2358,0,2007,207494.085159108
4510,,10448,1Fam,6,5,2,0,6,1938,795,2,GasA,Y,1456,0,2007,155349.365772405
4511,60,4712,1Fam,8,5,2,1,6,1990,384,3,GasA,Y,1796,0,2010,142083.394690427
4512,,10628,1Fam,6,5,1,0,6,1975,770,3,GasA,Y,1958,0,2008,131724.931271944
4513,,12376,Twnhs,5,5,1,0,10,1974,1064,3,GasA,Y,816,0,2006,180516.996513584
4514,81,9056,1Fam,5,4,1,0,10,2006,624,4,GasA,Y,1360,0,2007,119622.952280539
4515,65,7875,1Fam,7,5,1,1,8,1965,1262,2,GasA,N,1268,0,2006,211608.059789218
4516,60,10593,1Fam,5,2,2,1,6,2004,1541,1,GasA,Y,1375,0,2009,156183.449983845
4517,85,3072,1Fam,5,5,2,0,8,1925,1610,3,GasA,N,1026,0,2009,155668.043946654
4518,65,8400,Duplex,7,4,2,0,5,1976,1032,3,GasA,Y,892,0,2008,135307.329405595
4519,59,12003,1Fam,7,5,2,0,8,1978,1067,3,GasA,Y,1716,0,2006,140913.761542408
4520,65,8530,1Fam,8,7,2,0,6,1925,776,3,GasA,Y,1200,0,2008,193718.188544277
4521,55,8405,1Fam,5,5,2,0,5,1998,1060,3,GasA,Y,1593,0,2006,172318.043492658
4522,,12772,TwnhsE,8,5,1,0,6,1930,1358,2,GasA,Y,1004,0,2008,231388.456935371
4523,78,17503,2fmCon,7,6,3,0,6,1987,716,3,GasA,Y,1065,0,2006,218373.327865095
4524,73,9291,1Fam,6,5,3,0,9,2008,1088,3,GasA,Y,2274,0,2008,230285.03709438
4525,95,8235,1Fam,5,5,2,0,8,1970,1013,3,GasA,Y,2224,0,2010,165189.566214261
4526,,13478,1Fam,6,5,2,1,7,1900,1188,2,GasA,Y,1056,0,2010,146120.506085688
4527,65,8480,1Fam,3,5,2,0,5,2006,1062,3,GasA,Y,1039,0,2007,116527.04786339
4528,36,12493,1Fam,5,5,1,1,5,1980,1262,3,GasA,Y,1309,0,2009,149130.231092575
4529,60,10918,1Fam,7,8,2,1,5,1963,845,2,GasA,Y,2149,0,2008,185438.218328033
4530,64,10562,TwnhsE,8,7,1,0,7,1948,1288,2,GasA,Y,1442,0,2007,235430.622027801
4531,66,8405,1Fam,6,5,1,0,8,2003,1097,3,GasA,Y,2610,0,2006,198074.557660859
4532,50,8963,1Fam,4,5,2,0,8,1964,1554,4,GasA,Y,1048,0,2009,142278.19033686
4533,94,7596,1Fam,7,5,2,0,6,1950,1053,4,GasA,Y,1958,0,2007,146282.634890669
4534,313,8777,1Fam,5,5,2,0,5,2009,936,2,GasA,Y,1728,0,2008,187287.91975594
4535,100,8163,TwnhsE,6,5,2,0,4,1982,1029,2,GasA,Y,1004,0,2009,142784.438828585
4536,94,7200,1Fam,6,5,1,0,5,1988,971,3,GasA,Y,1372,0,2006,135146.373715227
4537,85,11275,1Fam,4,5,1,0,10,1977,1200,3,GasA,Y,4316,0,2010,153955.634091679
4538,44,8963,1Fam,7,7,2,0,6,1940,864,3,GasA,Y,1474,0,2009,190595.994499602
4539,43,8924,1Fam,5,6,1,1,6,1934,1145,4,GasA,Y,2704,0,2007,135825.264754198
4540,50,8012,1Fam,6,8,1,1,6,1999,1144,3,GasA,Y,1936,0,2008,174824.841636774
4541,57,6768,1Fam,9,7,1,0,6,1996,1726,2,GasA,Y,1269,0,2008,330786.047661648
4542,51,15602,TwnhsE,7,5,1,0,5,1959,1314,3,GasA,Y,882,0,2008,201858.530669144
4543,69,12589,1Fam,5,7,3,1,4,1979,1008,3,GasA,Y,1134,0,2007,159633.332383619
4544,73,12203,1Fam,4,7,1,0,7,1972,264,3,GasA,Y,1792,0,2007,119405.983505979
4545,52,10289,1Fam,7,5,1,0,5,2008,1500,3,GasA,Y,1026,0,2010,215110.470089817
4546,67,164660,Duplex,5,6,1,0,7,1978,780,3,GasA,Y,1392,0,2007,127220.217359541
4547,,7449,1Fam,6,5,1,1,5,1988,1311,3,GasA,N,1959,0,2006,174790.576679958
4548,38,10320,1Fam,6,5,1,0,7,1966,0,3,GasA,Y,1694,0,2008,137035.519671898
4549,40,9750,1Fam,6,5,2,0,8,1969,1350,1,GasA,Y,1629,0,2008,166797.734818407
4550,108,11645,1Fam,5,5,1,1,6,1961,892,3,GasA,Y,1709,0,2007,135464.918599021
4551,,11200,1Fam,4,5,2,0,7,1945,710,4,GasA,Y,2365,0,2007,94015.6038667499
4552,36,8816,1Fam,8,5,2,0,6,1993,1080,3,GasA,Y,1458,0,2007,236037.947738907
4553,60,15523,1Fam,6,5,2,1,5,2003,1728,2,GasA,Y,1269,0,2007,219131.05024616
4554,78,10200,1Fam,6,7,2,0,6,1976,1117,2,GasA,Y,2144,0,2008,161645.733934957
4555,,15611,1Fam,5,6,2,0,6,1998,1291,3,GasA,Y,1217,0,2006,150986.308684496
4556,75,11394,TwnhsE,9,5,2,0,5,1954,1484,2,GasA,Y,869,0,2009,263707.740223506
4557,90,8160,1Fam,7,6,2,0,6,1920,485,3,GasA,Y,1479,0,2006,142874.739865127
4558,,9571,1Fam,8,5,1,1,7,1955,1318,3,GasA,N,2020,0,2007,236330.688083005
4559,110,11250,1Fam,5,5,2,0,6,1892,1650,3,GasA,Y,924,0,2010,160521.565013915
4560,40,10237,1Fam,6,6,2,0,6,1945,742,2,GasA,N,1626,0,2010,142502.535843299
4561,121,6420,1Fam,5,5,1,0,12,1995,3206,1,GasA,N,1287,0,2009,172369.848317927
4562,65,9286,1Fam,6,8,1,1,7,1972,2077,3,GasA,Y,1800,0,2010,173695.386843654
4563,85,9200,1Fam,5,5,2,1,12,1935,1088,3,GasA,Y,1764,0,2006,138063.125874308
4564,78,6000,1Fam,7,5,2,1,2,1968,964,2,GasA,Y,1026,0,2006,147987.399356556
4565,21,9375,1Fam,7,7,2,0,8,2006,992,2,GasA,Y,1629,0,2008,196185.380486438
4566,68,8800,Duplex,4,7,2,0,7,2005,825,3,GasA,Y,1432,0,2006,106175.708802777
4567,,215245,1Fam,5,5,1,0,6,2001,864,3,GasA,Y,1056,0,2007,181153.479032124
4568,60,9236,1Fam,6,5,2,1,6,1910,896,4,GasA,Y,1501,0,2006,187292.688221051
4569,65,9453,1Fam,7,6,1,1,5,1965,1440,2,GasA,N,1626,0,2008,151774.395240146
4570,79,10237,1Fam,8,5,1,1,10,1966,1064,3,GasA,Y,1664,0,2007,269551.214964244
4571,,7420,Twnhs,10,5,1,0,12,1968,1161,3,GasA,Y,1389,0,2010,336953.422224099
4572,,8012,1Fam,8,5,1,1,8,1965,1127,3,GasA,Y,1750,0,2007,226359.273944612
4573,72,4400,Twnhs,7,5,1,1,10,1970,793,2,GasA,N,1904,0,2008,170058.803971934
4574,75,4043,1Fam,9,4,2,0,6,1970,816,3,GasA,Y,1456,0,2006,229728.833985103
4575,70,7711,1Fam,6,5,1,0,4,1953,861,4,GasA,Y,1294,0,2006,139893.575510843
4576,65,8012,1Fam,4,5,1,1,5,1964,0,4,GasA,Y,1365,0,2006,131483.467738466
4577,80,9066,Twnhs,5,5,2,1,4,1910,981,3,GasA,Y,1959,0,2010,153160.036712618
4578,,12416,1Fam,7,7,1,0,11,1961,864,2,GasA,Y,1208,0,2006,212313.695587391
4579,85,9375,1Fam,10,5,1,1,7,2006,1017,3,GasA,Y,845,0,2006,273092.021585854
4580,,11250,1Fam,5,5,1,0,5,2001,360,3,GasA,Y,1144,0,2006,131260.957351408
4581,63,11616,1Fam,9,5,1,0,5,1999,1204,2,GasA,Y,1120,0,2008,244616.697395263
4582,79,7024,1Fam,7,5,2,0,10,1923,864,3,GasA,Y,886,0,2006,190134.96231485
4583,,1526,1Fam,6,5,1,0,8,2005,264,3,GasA,N,2295,0,2006,111493.692621319
4584,103,7000,1Fam,6,5,2,1,5,1989,747,3,GasA,Y,720,0,2008,111297.546114707
4585,79,10625,1Fam,7,6,1,0,6,1959,816,2,GasA,Y,858,0,2009,162533.255810256
4586,79,9350,1Fam,7,6,1,1,7,1920,1237,3,GasA,Y,1851,0,2009,170173.742398022
4587,65,8777,Duplex,7,6,2,0,7,1979,1258,4,GasA,Y,2596,0,2009,207066.297590653
4588,86,8472,1Fam,5,5,1,0,8,1925,1838,4,GasA,N,1134,0,2006,148659.551892198
4589,313,11924,1Fam,5,7,2,0,6,1976,1218,3,GasA,Y,1178,0,2008,146685.079480054
4590,74,4800,1Fam,5,5,2,1,8,1920,1026,2,GasA,Y,2240,0,2008,144284.438736256
4591,94,11409,1Fam,6,7,2,0,8,1964,1470,2,GasA,Y,1533,0,2009,221336.205145457
4592,65,11287,1Fam,7,4,1,0,6,1984,0,1,GasA,Y,1208,0,2009,165383.607994315
4593,82,7301,1Fam,6,8,1,0,5,1962,2392,3,GasA,N,1208,0,2009,228270.690406089
4594,,7227,1Fam,6,7,3,0,7,1990,1092,2,GasA,Y,999,0,2009,189034.397165614
4595,73,9590,1Fam,5,4,1,0,6,1965,983,3,GasA,Y,1939,0,2006,142303.397724631
4596,35,8400,1Fam,6,2,1,0,5,1958,504,3,GasA,Y,2234,0,2007,101974.094427525
4597,68,7685,1Fam,6,5,2,0,6,1968,1580,2,GasA,Y,2259,0,2008,149228.216161052
4598,,7200,TwnhsE,5,8,1,1,5,2004,264,3,GasA,Y,1137,0,2007,137986.263058974
4599,60,16669,1Fam,9,8,2,0,10,1992,756,2,GasA,Y,1973,0,2008,375244.052236995
4600,90,11600,1Fam,5,5,2,0,7,2004,806,3,GasA,Y,1576,0,2010,138166.14649207
4601,85,7862,1Fam,6,5,1,0,5,1953,1494,3,GasA,Y,912,0,2006,151496.833512319
